watermelon 0.0 0.5 0.5 1.0
pineapple 0.5 0.5 1.0 1.0
orange 0.0 0.25 0.25 0.5
grape 0.25 0.25 0.5 0.5
pear 0.0 0.0 0.25 0.25
banana 0.25 0.0 0.5 0.25
strawberry 0.5 0.375 0.625 0.5
raspberry 0.625 0.375 0.75 0.5
cherry 0.5 0.25 0.625 0.375
